Id,Predicted
180,33.83302020375199
181,22.341704029827614
182,22.35559697561906
183,36.087592427045344
184,19.60139130961775
185,25.55885263437462
186,17.85956736630467
187,16.530643079645035
188,21.167461798462917
189,29.496354634476898
190,27.13385524093106
191,27.089769329983383
192,34.30627029698774
193,25.753800405092605
194,13.73270376826263
195,18.725499004142286
196,16.90654099032541
197,22.35351924862876
198,27.26205677878875
199,19.04697921397748
200,24.805263461118766
201,15.226783290885114
202,28.684813202251576
203,18.30176576325836
204,18.461287859625298
205,32.07328106155096
206,30.46676616410097
207,20.871166267430052
208,31.59602756591452
209,36.479188691128705
210,30.85965060748656
211,29.543686696063855
212,26.312232839770473
213,25.918797283715236
214,31.470894758561286
215,28.821593981701426
216,21.565743653608166
217,33.29476428845569
218,33.437856974531535
219,36.53240509916756
220,18.596424640546086
221,19.862312874351726
222,18.125996729224283
223,30.99221934866195
224,27.427596037442907
225,35.912390612135674
226,27.74715734960346
227,26.278176289331924
228,29.95810994480875
229,22.920316780228514
230,39.10321773971732
231,29.011606414878017
232,19.835507917760456
233,26.829183741615406
234,27.567010112691445
235,19.695469684970135
236,19.768573034254874
237,36.229157494275974
238,21.923531133937132
239,34.037250510974665
240,27.687473041783367
241,30.75883470798783
242,18.853254121633466
243,26.88015148616366
244,30.868174051948163
245,27.30175478171456
246,24.01518668814221
247,27.592987047625925
248,18.404445331231848
249,29.973920372301365
250,40.51422548901869
251,27.523872840208885
252,23.942385107566846
253,26.52531696331026
254,29.02440409732839
255,39.66076439675481
256,30.596871110063017
257,23.478154323718446
258,38.218855536151956
259,28.109035510806773
260,20.65605706758307
261,20.495438867579622
262,30.221869377376695
263,20.147066827663703
264,27.11143845452702
265,18.896665370418237
266,21.61035613186263
267,18.893384064039463
268,28.30426378622596
269,18.90963054524418
270,21.32622917012806
271,27.909006188284426
272,19.9549572098831
273,17.62308303838385
274,32.27513957945996
275,28.36393362317617
276,30.473742261135666
277,29.216946083334605
278,29.998055332572203
279,19.91903995568509
280,23.685185971178573
281,27.418723078311874
282,28.79004502043459
283,35.491131636555046
284,31.648727549207337
285,16.181624452371285
286,28.70988206733668
287,34.1798171319611
288,28.328686045284567
289,32.2940662659409
290,29.659527046994587
291,27.380042964484048
292,22.19564027742489
293,19.172073459107196
294,18.69048683903826
295,30.22749446802555
296,28.90222670095962
297,19.600527308676885
298,31.390963832080246
299,33.534394042634844
300,21.747304324222068
301,19.25210534172584
302,31.29507975974471
303,36.41883596679293
304,34.9112709219884
305,21.278799246108132
306,32.69848107743954
307,29.951158433724988
308,18.839706559354557
309,21.061593468756893
310,24.620995284639964
311,35.37012350709846
312,24.137671037581384
313,42.26577338635193
314,25.19235912762734
315,30.23495942044043
316,31.45692603937744
317,34.322061390547326
318,26.763233109415655
319,17.616957432735855
320,30.062792174549497
321,30.72585302477697
322,17.938844402917127
323,21.608988379239758
324,34.486542573625705
325,27.170498349816686
326,27.291618589878507
327,18.559148597833637
328,27.10220559904459
329,19.522271863621963
330,33.971330393604134
331,28.131655814341514
332,31.3014398035322
333,29.450625735654395
334,23.113432196635458
335,35.144042803752654
336,33.83433397326497
337,29.204909683527017
338,18.38865152127921
339,26.347809212175246
340,34.841651487140254
341,32.51156118555133
342,29.24352047343382
343,35.28842331301478
344,22.05609299917062
345,27.59934094018818
346,19.82823445124229
347,27.03220708747578
348,22.001392479035598
349,31.349928132184303
350,24.873264383055886
351,28.56100741654664
352,25.888038274868535
353,21.82510735355966
354,37.96467169790231
355,27.783846929304215
356,22.011774390705927
357,30.17483889597571
358,34.945313296332195
359,26.775998867458835
360,19.949210412223717
361,21.76734320746465
362,29.48683590258942
363,31.250370835413108
364,37.621351022364856
365,22.65137992264583
366,35.333697048996406
367,34.60190737822853
368,23.43849606097217
369,20.57688412196229
370,32.038274189101806
371,30.216576370231028
372,21.06012647043108
373,22.73853780074089
374,21.121406433780837
375,31.936982034810285
376,29.538353220192942
377,20.885475580137545
378,34.88507137264097
379,31.376926446799985
380,27.46866439951167
381,35.977475772243324
382,34.648380780117
383,28.94347468659089
384,30.009337987067948
385,30.789018824866304
386,26.10221863333217
387,21.086921166047777
388,23.847509600954112
389,27.542033628079633
390,19.660314755176874
391,27.160853923310626
392,21.727334434386183
393,16.94631705686312
394,22.330091267912593
395,20.750880785148116
396,22.90255295213443
397,27.689410269804977
398,35.011692682173646
399,20.633925374912433
400,29.21537751936465
401,33.174874902319516
402,39.57054268842959
403,18.936162754983524
404,26.17971422049597
405,28.048559712466652
406,25.214806160121856
407,28.399065019274673
408,30.092430849355832
409,30.05674744195976
410,31.703094321760535
411,30.174910780085877
412,21.133732393014856
413,24.679834861166018
414,25.88339354792176
415,30.406337755838734
416,23.622998994108286
417,32.0008434524461
418,24.014372777321427
419,24.677520188630726
420,29.769147424681876
421,34.2029615250268
422,31.07036244361505
423,22.69827237028171
424,20.643905266111236
425,36.11224277411845
426,30.46149635313164
427,27.757868044136256
428,33.936808416199035
429,25.7819650798439
430,24.39442044949845
431,34.200856671747864
432,23.121529540967686
433,26.73624793511586
434,19.520083170721815
435,19.746913815352972
436,30.512890411603394
437,35.69229655794148
438,25.903882126871636
439,26.08220965096886
440,18.25768560601068
441,38.70597966256191
442,30.639890647806663
443,18.581941829500185
444,30.189309416268497
445,28.60019747035416
446,33.94321936860033
447,30.79112070644153
448,23.66443033301361
449,33.997716624851535
450,27.970224453908703
451,20.9479393256544
452,23.00641329335872
453,33.2807627414148
454,35.468392052794194
455,27.33818382015232
456,23.371676274760414
457,25.121078964108637
458,20.06888969425493
459,29.700823025411086
460,32.704296130212946
461,24.123871416323883
462,24.34600656979114
463,34.17934824200296
464,28.8288683431765
465,34.83270934273702
466,19.042620865643055
467,29.522828102259126
468,26.565374422761295
469,28.21123898890978
470,29.152942269863
471,35.47513540530111
472,40.073793220184
473,23.514223838667657
474,18.771660518502884
475,24.454306361474153
476,27.431134646490793
477,32.687802186376736
478,19.414119199658558
479,31.172559294275214
480,42.35971983760374
481,20.369170341022272
482,34.52018907208063
483,36.93120152945583
484,28.617735196163107
485,31.83444636005179
486,33.63865025898426
487,39.28927797068328
488,20.014405662210738
489,33.47344810385263
490,30.706406316803527
491,35.94570375164694
492,28.1361828458638
493,16.889571857353385
494,20.063905282550092
495,24.375037869669825
496,26.344735467166092
497,19.50405768654782
498,18.25061670009742
499,28.410112254951102
500,30.991188624211954
501,18.680701000442188
502,22.14315944217582
503,27.973965545774814
504,26.774849718727012
505,28.479014672835223
506,33.29409959778582
507,22.637457352020935
508,31.860134776552197
509,19.932197786738136
510,22.46752879641817
511,23.887794283339996
512,27.195596897424945
513,19.667945805070474
514,28.39790075885988
515,33.71407195574767
516,19.15159965361573
517,29.110334031357283
518,23.756480962856177
519,31.275625370486335
520,23.497541323083695
521,34.826100456234485
522,33.90209348344555
523,37.19344422991242
524,28.347451263594447
525,27.316996068311056
526,32.442233799622194
527,30.740142684860455
528,32.24467863940974
529,24.501741274494933
530,32.80527712529311
531,20.865974495801293
532,21.161397396056014
533,32.12481831228994
534,35.03355404090642
535,22.254816149195534
536,31.768901036922642
537,30.219377891250172
538,26.889732383412262
539,27.040252348313242
540,31.122189529593765
541,17.60325243926695
542,34.136781180121964
543,24.316310602987752
544,31.551998827733474
545,20.75238995622254
546,29.576586020928346
547,28.651746580956807
548,31.581560079107362
549,27.542221524087477
550,34.9752813275126
551,27.209608380204532
552,28.890438685788258
553,29.843056205437467
554,22.154239570920073
555,19.6417968419869
556,20.232365923809525
557,29.824676521168016
558,19.81516514993127
559,28.627427942246687
560,20.33840077315112
561,28.45363604808409
562,35.33502433183097
563,28.265022554455836
564,28.584601110427098
565,25.430064266257975
566,22.701239412329354
567,29.307998312929993
568,24.50480006258069
569,27.16322863085432
570,27.68627106754389
571,27.67261281310142
572,32.92541713031389
573,34.36572019735272
574,24.305436545180985
575,25.446123867487405
576,31.304408436912496
577,28.5343082553217
578,18.23674469310311
579,36.11685817143458
580,33.00594025767251
581,28.590719538603405
582,20.9362941556785
583,21.845714027378055
584,22.88734102830035
585,17.98669944641421
586,27.13845633428079
587,31.499340354937033
588,22.279311309700557
589,22.73945752298619
590,34.37502194080875
591,35.427197549541226
592,27.704540732094074
593,28.771394728987985
594,33.01181822402648
595,32.13952500153212
596,17.99933169655131
597,18.67920167466852
598,35.662750461052
599,19.777233097982293
600,29.911239578423416
601,30.55931804311422
602,19.415573456811973
603,21.12052658726631
604,19.28637344025556
605,21.49293516986367
606,28.465333815220145
607,30.36958012108923
608,19.684391493545732
609,22.27243467139745
610,24.982643152128688
611,28.16469074559062
612,25.76349755459795
613,18.487102603388003
614,39.74847955417086
615,32.38145351983558
616,35.53535216037394
617,32.67748083672503
618,19.931854614031895
619,22.599721894340608
620,30.538328301832824
621,29.617456459642927
622,31.66613147829986
623,19.754211755513662
624,29.965096290299098
625,34.73041827557156
626,27.027458470970036
627,34.914414799462584
628,33.408931305213585
629,21.770150772392324
630,29.200603957444645
631,21.71491637783346
632,30.83929024212244
633,34.91376150372168
634,26.78349137458512
635,26.355458395968963
636,22.680100506407314
637,28.684429536185945
638,24.431400192742988
639,26.8904791240298
640,27.954052209356984
641,18.82306329934706
642,26.894326056521106
643,30.143447077714693
644,31.158739183422018
645,32.22247797824985
646,16.349131691763734
647,28.479132365252042
648,34.209943733393736
649,30.451816272929893
650,29.197270774124394
651,27.355628721529513
652,20.214631303875816
653,33.07196320322927
654,34.3446275779341
655,18.46498265427778
656,28.444384124055905
657,28.966669363501506
658,24.439649518211226
659,27.39473064620309
660,33.466872634910025
661,19.65536404415892
662,24.382012386594287
663,35.88304747159099
664,26.053279782657608
665,16.399877789605174
666,29.045634362889302
667,24.17405843837427
668,29.91486350906982
669,29.040957484198405
670,27.93083511112555
671,34.42160025905624
672,28.633577433840998
673,28.394021696666243
674,19.191855389888904
675,25.137435886893396
676,18.91451051167685
677,31.20649648628798
678,15.138492408827025
679,30.421709843988747
680,30.21742547606931
681,21.562253144223174
682,34.89680501355174
683,24.65339033364738
684,27.715155764491737
685,26.506736133458958
686,19.0464736652322
687,19.056977018709183
688,27.888227966813616
689,28.380170132045347
690,18.486450026649322
